employee_id,department,job_level,salary_monthly,tenure_days,num_withdrawals_last_30d,num_withdrawals_last_90d,avg_withdraw_amount,avg_withdraw_pct_of_salary,last_withdraw_days_ago,savings_balance,other_loans,label_request_next_cycle
E00067,hr,mid,15000,196,0,1,185.30135952003894,0.012353423968002595,105,2189.5966579705823,0,0
E00068,hr,junior,20000,723,0,2,903.5519896111019,0.045177599480555095,122,4751.970862882183,0,0
E00069,support,junior,35000,78,1,1,3883.54746465169,0.11095849899004828,9,13138.272769033772,1,0
E00070,sales,senior,25000,1682,2,2,4233.38223000968,0.1693352892003872,59,693.5233048470016,1,0
E00071,support,senior,20000,804,0,0,597.854440256383,0.02989272201281915,97,1243.4813059020823,0,0
E00072,engineering,junior,35000,217,1,2,3015.7327125607358,0.0861637917874496,59,10098.10319110265,0,0
E00073,support,mid,15000,360,0,1,1870.760830769723,0.12471738871798153,99,876.2921736478158,1,0
E00074,support,junior,20000,287,1,2,2023.7153229083056,0.10118576614541527,32,9166.705721825954,0,0
E00075,engineering,junior,25000,21,1,5,6543.84967857919,0.2617539871431676,12,124.47111141255657,0,0
E00076,hr,mid,15000,189,1,1,1118.1497481113088,0.07454331654075391,3,15065.772031925546,0,0
E00077,sales,senior,35000,1001,1,3,1584.4806731449873,0.04527087637557107,44,3204.7655735140684,1,0
E00078,hr,junior,35000,558,1,1,3677.7944004163,0.10507984001189428,14,4560.588071302948,0,0
E00079,engineering,mid,25000,19,0,0,317.0514012430043,0.012682056049720171,124,2517.1409607757387,1,1
E00080,sales,mid,35000,12,0,1,1420.3580644098304,0.04058165898313801,134,7476.189458200628,1,0
E00081,engineering,junior,20000,10,1,1,2323.6108409697913,0.11618054204848957,49,15136.112056718423,0,0
E00082,sales,junior,15000,233,1,2,2154.64256300055,0.14364283753337,58,7658.509779845045,0,0
E00083,ops,mid,35000,269,1,1,1367.6039105199472,0.03907439744342706,32,3447.725543617169,0,0
E00084,hr,mid,25000,203,1,2,2943.0063728950026,0.1177202549158001,24,2771.217897037069,0,0
E00085,support,mid,25000,216,1,2,1760.3134482887785,0.07041253793155114,12,2421.301080715245,0,0
E00086,sales,mid,35000,719,0,0,2871.832890920124,0.08205236831200355,120,2596.1441524250645,0,0
E00087,ops,junior,25000,112,0,0,5267.8445506950775,0.21071378202780308,91,1346.2677174886012,0,0
E00088,hr,senior,15000,179,1,1,2200.160122790155,0.14667734151934367,49,9294.962453380751,1,0
E00089,ops,junior,25000,10,0,1,545.6012414631208,0.02182404965852483,174,16779.021539099547,0,0
E00090,support,senior,25000,87,0,2,111.83152426331388,0.004473260970532555,145,493.03196860893485,0,0
E00091,support,mid,25000,1153,1,3,2384.5090126569703,0.09538036050627881,31,5377.684968340443,0,0
E00092,engineering,mid,15000,278,0,0,2898.199363877663,0.19321329092517753,158,2588.7503932435134,0,0
E00093,sales,junior,35000,171,0,0,3043.3838468968215,0.08695382419705204,81,2393.5648624143287,0,0
E00094,support,junior,20000,22,1,1,3856.6957571474463,0.19283478785737232,53,8403.764398058456,0,0
E00095,hr,senior,25000,280,0,0,5862.692535068909,0.23450770140275637,107,369.7413786725595,1,0
E00096,support,junior,50000,129,1,1,7033.287808398014,0.1406657561679603,36,6322.7875101620575,0,0
E00097,support,mid,15000,342,0,1,2668.339242924261,0.1778892828616174,67,8457.271928417575,0,0
E00098,hr,junior,25000,513,2,2,1757.5015989946037,0.07030006395978415,37,1798.1142941150206,0,0
E00099,engineering,junior,15000,293,0,0,5723.000224447433,0.3815333482964955,108,1871.8077847921345,0,0
E00100,support,junior,25000,206,1,1,674.734028253177,0.026989361130127083,26,2056.61465416431,1,0
E00101,engineering,mid,35000,63,0,1,1577.0274152192728,0.04505792614912208,81,1581.4190614197416,0,0
E00102,hr,junior,20000,332,1,2,4522.181373753303,0.22610906868766514,16,2633.7406927651796,0,0
E00103,hr,mid,35000,785,0,0,2188.80495027036,0.06253728429343887,163,10000.793472836083,0,0
E00104,engineering,mid,15000,108,0,0,3144.251912013657,0.2096167941342438,83,14270.036869311107,1,0
E00105,support,junior,25000,148,0,1,1549.3264385928364,0.061973057543713454,67,1816.9093479589337,0,0
E00106,engineering,senior,20000,946,0,0,58.18767181056628,0.002909383590528314,140,7236.803671659189,0,0
E00107,hr,senior,25000,38,0,0,6620.4086183169475,0.2648163447326779,91,3527.5348738864986,0,0
E00108,engineering,junior,15000,276,0,1,1079.5003325052003,0.07196668883368001,139,20576.490388284765,0,0
E00109,support,senior,20000,58,0,0,74.28388821850784,0.0037141944109253923,96,3743.737779397671,0,0
E00110,support,junior,15000,137,1,1,4375.628776862956,0.29170858512419706,15,4363.142630236245,0,0
E00111,hr,mid,20000,1117,0,1,3364.6319800876217,0.1682315990043811,86,680.2428628267022,1,1
E00112,support,mid,25000,588,0,0,3453.4082661935868,0.13813633064774347,174,195.92058371878028,1,0
E00113,support,mid,20000,179,1,1,1098.874600832606,0.05494373004163029,8,443.01967334239265,0,0
E00114,ops,junior,15000,213,1,1,2623.8459290589085,0.17492306193726057,5,5398.502050167564,1,0
E00115,engineering,senior,50000,105,1,2,8479.455461218684,0.16958910922437367,50,1944.6294662776922,0,0
E00116,ops,senior,25000,413,0,0,7288.678642628428,0.2915471457051371,119,3993.5601461078677,0,0
E00117,hr,junior,15000,65,2,3,3104.4730303031533,0.20696486868687688,8,6895.440066229675,0,0
E00118,support,mid,35000,94,1,1,7442.165532608342,0.2126333009316669,44,6598.818093235882,0,0
E00119,ops,mid,15000,49,0,1,1393.9382040764378,0.09292921360509586,63,24024.177204430696,0,0
E00120,engineering,senior,35000,506,3,4,5856.018796234806,0.16731482274956588,20,1979.5417215167818,0,0
E00121,hr,mid,20000,384,0,1,7090.004036238399,0.35450020181191993,117,2452.448983674687,0,0
E00122,support,mid,15000,76,0,0,3487.1935288556947,0.23247956859037963,123,400.94593731684563,0,1
E00123,hr,junior,20000,523,0,0,1609.4240286454483,0.08047120143227242,152,6652.654534548505,1,0
E00124,support,mid,25000,205,0,1,1479.5446746398793,0.059181786985595175,167,122.44595635265159,1,1
E00125,sales,junior,35000,17,0,2,7406.993024073572,0.21162837211638777,163,11712.523425070882,1,0
E00126,ops,junior,20000,42,0,0,518.4720558709186,0.025923602793545927,67,1418.3094814786361,1,0
E00127,ops,mid,20000,449,0,0,4036.9069856470187,0.20184534928235093,93,7388.929183321862,0,0
E00128,hr,junior,15000,641,1,2,1285.9928668804098,0.08573285779202731,49,3117.4758408616094,1,0
E00129,ops,junior,15000,76,2,3,2101.001890958249,0.14006679273054995,6,1281.8670628846107,1,1
E00130,support,junior,35000,331,0,1,4377.003742327998,0.12505724978079996,124,7899.145954474425,0,0
E00131,hr,mid,35000,219,1,1,1481.1122495864083,0.04231749284532595,3,11996.592748268404,0,0
E00132,ops,junior,25000,151,0,1,5633.605387026528,0.2253442154810611,132,7995.313597255331,0,0
E00133,support,junior,35000,114,0,0,3187.9564574559936,0.09108447021302839,161,6595.706953815968,0,0
E00134,engineering,mid,15000,642,1,1,1816.8312532073119,0.12112208354715412,38,19506.023141963156,0,0
E00135,engineering,senior,15000,519,1,4,1395.0592072962013,0.0930039471530801,9,2214.263980932781,0,0
E00136,engineering,mid,20000,35,0,1,2396.445816379184,0.11982229081895922,82,6698.3731978325,1,0
E00137,hr,senior,25000,117,2,2,6836.623763701011,0.27346495054804043,21,168.7630960528036,0,1
E00138,engineering,junior,35000,465,0,0,4504.678622239477,0.12870510349255648,98,1285.6374904785541,0,0
E00139,hr,junior,25000,5,1,3,1833.611945726615,0.0733444778290646,55,3803.661147060032,0,0
E00140,hr,senior,25000,30,0,0,1369.0950621864683,0.05476380248745873,154,4566.579510150656,0,0
E00141,hr,junior,25000,668,2,2,4571.875004832118,0.18287500019328473,5,1453.8157360539633,0,0
E00142,hr,junior,50000,331,0,0,4184.5675634931995,0.08369135126986399,107,739.738477308896,0,0
E00143,sales,junior,25000,268,0,2,4636.456910685397,0.18545827642741589,115,20626.177929713973,0,0
E00144,sales,junior,25000,713,0,0,1326.9943083940732,0.05307977233576293,144,1159.6134927462508,0,0
E00145,engineering,mid,15000,34,1,1,231.50862551490388,0.01543390836766026,41,8524.423898475457,0,0
E00146,support,junior,25000,363,2,2,2342.2803278197334,0.09369121311278934,45,6336.857295789798,1,0
E00147,sales,junior,15000,89,0,0,2116.787123693092,0.14111914157953945,79,4535.682783160306,0,0
E00148,ops,junior,20000,852,2,4,5069.385645443727,0.25346928227218635,2,3775.0227405695837,1,0
E00149,sales,junior,20000,199,1,2,1223.330533569236,0.0611665266784618,18,2586.716288783379,0,0
E00150,ops,junior,20000,480,0,0,2313.771466717795,0.11568857333588975,117,139.01631686936534,0,0
E00151,support,mid,15000,662,0,0,712.3670591083965,0.0474911372738931,71,1864.1486276414166,0,0
E00152,ops,senior,25000,246,1,1,2267.6424433060465,0.09070569773224187,6,7057.314520714553,0,0
E00153,sales,mid,50000,113,1,1,4540.672653426556,0.09081345306853113,48,7425.910276783362,1,0
E00154,sales,mid,35000,538,0,0,469.5357505582384,0.013415307158806813,104,8880.075637635904,0,0
E00155,engineering,senior,20000,295,0,0,1105.6681768051687,0.05528340884025843,77,6204.648830987049,1,0
E00156,ops,junior,25000,611,2,2,7476.292628678429,0.29905170514713714,48,491.7723586941152,1,0
E00157,support,junior,25000,174,0,0,3374.255237837109,0.13497020951348435,107,7230.8119825129315,0,0
E00158,support,junior,15000,0,0,1,3294.2247858748497,0.21961498572498997,179,96.50584682792922,0,1
E00159,sales,mid,25000,300,2,3,1504.8176266473986,0.06019270506589594,30,72.0936486900576,0,0
E00160,engineering,mid,15000,829,0,1,2716.6271625358304,0.1811084775023887,64,2613.7023652531557,0,0
E00161,hr,senior,25000,358,0,0,3656.877143284417,0.14627508573137668,150,2578.1296560804385,0,0
E00162,sales,mid,20000,49,0,0,2551.3539517612426,0.12756769758806213,79,2214.3871430334207,0,0
E00163,ops,junior,25000,516,0,0,1653.2997092290689,0.06613198836916276,90,3671.615900233151,0,0
E00164,sales,junior,35000,520,2,3,11928.692032090172,0.3408197723454335,8,19.136185981980283,0,1
E00165,ops,junior,35000,41,0,0,559.5780893620354,0.015987945410343866,116,16632.08476084358,0,0
E00166,support,junior,50000,557,0,0,10961.40724457149,0.2192281448914298,128,6062.386014385437,0,0
E00167,support,junior,50000,33,0,1,2090.7304807002356,0.04181460961400471,131,7295.779858065249,0,0
E00168,support,mid,20000,611,0,1,3065.442882081811,0.15327214410409057,63,1896.2634533008838,0,0
E00169,hr,senior,25000,26,0,1,2768.303608291344,0.11073214433165376,162,2057.508056708215,0,0
E00170,ops,senior,35000,120,0,1,7338.752227381374,0.20967863506803924,76,7412.2971324484,0,0
E00171,hr,mid,15000,144,1,2,677.9060814804188,0.04519373876536126,16,1781.9501195560354,0,0
E00172,hr,junior,35000,458,0,0,2614.9224040625527,0.0747120686875015,88,3206.5785292886862,0,0
E00173,engineering,mid,50000,461,0,0,1685.9827614562614,0.03371965522912523,166,11320.434347837987,0,0
E00174,ops,junior,35000,303,0,0,5663.301274725573,0.1618086078493021,107,312.72348964487037,0,0
E00175,support,junior,25000,178,1,1,4340.30644021304,0.17361225760852161,22,7153.41237752102,0,0
E00176,engineering,senior,35000,196,0,1,6930.408906475508,0.19801168304215738,128,15123.726591010258,1,0
E00177,sales,junior,20000,172,4,6,2554.6949620120313,0.12773474810060156,8,7415.987963131932,0,0
E00178,engineering,junior,50000,432,0,1,1872.4588121326556,0.037449176242653114,102,1940.6068427327787,0,0
E00179,sales,mid,20000,675,0,0,937.1980204379131,0.046859901021895654,159,15072.393932936031,0,0
E00180,ops,mid,25000,133,0,0,666.313518412639,0.02665254073650556,165,1298.3531389340205,1,0
E00181,ops,junior,20000,380,0,2,2555.5967061526535,0.12777983530763268,138,7578.952457757636,0,0
E00182,sales,mid,15000,120,0,1,2379.146601680779,0.15860977344538527,166,8708.78894699481,0,0
E00183,hr,senior,20000,11,0,0,1887.561728493542,0.0943780864246771,121,2876.660074727203,1,0
E00184,support,mid,25000,406,0,0,413.54814622641436,0.016541925849056574,107,8217.391843646854,1,0
E00185,sales,junior,20000,160,0,1,4206.459106482794,0.21032295532413967,81,4105.944885346279,1,1
E00186,hr,junior,20000,51,0,0,1511.5750953042714,0.07557875476521357,133,2118.2112208300723,0,0
E00187,support,junior,35000,333,2,3,14102.212105815854,0.40292034588045295,14,6081.910403301189,1,0
E00188,hr,mid,25000,367,0,3,4998.1537771869625,0.1999261510874785,103,10023.368553021275,0,0
E00189,engineering,junior,35000,208,1,1,3609.845931667471,0.10313845519049918,33,3979.873036849448,0,0
E00190,support,mid,50000,168,0,1,4560.347579630087,0.09120695159260175,154,2341.3939642607365,1,0
E00191,support,senior,15000,455,1,1,1407.0156292733047,0.09380104195155364,10,988.3823033775566,1,0
E00192,engineering,junior,15000,261,1,1,2761.448320951253,0.18409655473008354,38,17294.767846531577,0,0
E00193,engineering,mid,20000,28,1,2,5599.696963506515,0.27998484817532576,48,4380.02801510025,0,0
E00194,engineering,senior,50000,33,1,1,6687.638751714434,0.13375277503428867,4,13765.274923159432,0,0
E00195,hr,mid,35000,62,0,0,1665.9216890101234,0.047597762543146384,133,2884.6934083435253,1,0
E00196,ops,mid,20000,375,0,0,2198.6888713484022,0.10993444356742012,100,2191.4460958775976,0,0
E00197,engineering,mid,20000,121,0,0,1201.976274681846,0.060098813734092295,179,6695.477661867003,0,0
E00198,hr,junior,20000,482,1,2,5952.089059597587,0.29760445297987936,38,2789.5978066118114,0,0
E00199,ops,junior,20000,207,0,0,1862.0535910641645,0.09310267955320822,152,556.8550354541229,1,1
E00200,ops,mid,15000,217,0,1,1996.9416290066772,0.1331294419337785,166,3834.54791469922,0,0
E00201,sales,senior,20000,735,1,1,1653.7549552293478,0.0826877477614674,51,8826.696176092548,0,0
E00202,support,mid,35000,587,0,1,1495.9008691261502,0.04274002483217572,83,2807.1623667058116,0,0
E00203,hr,mid,25000,52,0,0,2239.0439936892494,0.08956175974756998,179,1396.780697293938,0,1
E00204,support,mid,20000,420,0,0,2080.3204277405816,0.10401602138702908,61,4990.47283861855,0,0
E00205,support,junior,50000,173,2,3,4503.558489723893,0.09007116979447786,59,3214.695072837621,0,0
E00206,ops,junior,35000,394,0,0,5387.456050060902,0.15392731571602578,131,3000.963530161353,0,0
E00207,support,senior,15000,158,1,1,853.6210704320965,0.05690807136213977,49,384.97449045062484,0,0
E00208,engineering,junior,50000,13,0,0,2656.173754706246,0.05312347509412492,135,5346.18234187654,0,0
E00209,ops,mid,35000,140,0,0,1609.4983092224552,0.04598566597778443,172,6966.534304535216,0,0
E00210,support,mid,20000,374,0,0,6336.2494169036945,0.3168124708451847,81,5308.501052794628,1,1
E00211,ops,junior,20000,160,2,3,563.1058047028037,0.028155290235140185,26,5956.206724269233,0,0
E00212,support,mid,20000,239,1,1,5259.454956971898,0.2629727478485949,27,4523.086485645731,0,0
E00213,hr,junior,35000,62,0,0,8692.872654811765,0.24836779013747898,81,10967.04427888085,0,0
E00214,engineering,senior,20000,684,1,1,1202.625241206033,0.06013126206030165,38,498.6483092402734,1,1
E00215,ops,mid,25000,1,2,2,9850.005135349164,0.3940002054139665,48,1871.2595035473064,0,0
E00216,engineering,senior,15000,215,1,1,355.4928410671522,0.023699522737810147,25,1299.5269560208721,0,0
E00217,hr,mid,25000,71,0,1,4295.127451614889,0.17180509806459554,142,583.0246231402078,1,0
E00218,sales,mid,25000,313,1,2,1564.8958596591212,0.06259583438636485,14,312.59564855431006,0,0
E00219,hr,junior,35000,487,0,0,3066.363044301813,0.08761037269433751,96,409.07630609738675,0,0
E00220,sales,senior,15000,165,0,2,2301.432071278773,0.1534288047519182,113,8049.025701191586,1,0
E00221,ops,junior,35000,292,0,4,2986.7393939174726,0.08533541125478493,71,7789.197093570682,0,0
E00222,support,junior,20000,31,0,0,1815.781473689571,0.09078907368447854,164,1161.3817625438242,0,0
E00223,engineering,mid,20000,131,0,1,1296.571574450659,0.06482857872253295,147,518.9361419643989,1,1
E00224,support,junior,15000,260,0,0,458.10714419073133,0.030540476279382087,155,2518.48846940413,0,0
E00225,hr,junior,35000,256,3,3,5827.7254516430385,0.16650644147551538,18,3182.580670876638,0,0
E00226,hr,senior,20000,589,0,1,386.3845855270901,0.019319229276354506,143,6663.574801872452,0,0
E00227,ops,junior,35000,98,1,1,4573.12065124331,0.13066059003552313,57,7700.5645628857155,0,0
E00228,sales,mid,25000,559,1,1,1349.2073638477389,0.05396829455390955,13,4883.891751964256,0,0
E00229,support,junior,15000,183,0,0,2385.058215723992,0.15900388104826613,150,7704.520792556157,0,0
E00230,hr,mid,15000,200,0,0,1709.8479809965427,0.1139898653997695,100,1285.7073338982152,0,0
E00231,sales,mid,15000,10,0,0,2245.0245862663173,0.14966830575108783,75,3133.825627899441,1,0
E00232,support,mid,15000,143,0,1,792.7289756819267,0.05284859837879512,83,13110.866001678278,0,0
E00233,engineering,mid,15000,99,1,2,2820.1121188298252,0.18800747458865502,28,9422.968339540976,1,0
E00234,ops,senior,50000,124,1,1,1166.6201212375956,0.023332402424751913,56,2924.138463799997,0,0
E00235,ops,junior,50000,839,0,0,15297.987524518772,0.30595975049037544,169,2959.4059254304434,0,0
E00236,hr,mid,50000,312,1,2,4384.062366961466,0.08768124733922932,47,2574.2205964007476,0,0
E00237,ops,junior,20000,33,1,1,843.7905476402524,0.04218952738201262,52,1698.003023060038,0,0
E00238,hr,junior,25000,262,1,2,5632.037698719568,0.2252815079487827,3,2645.43248152954,0,1
E00239,engineering,mid,35000,33,0,0,4720.906011909798,0.1348830289117085,125,6014.953202358602,0,0
E00240,sales,mid,15000,251,0,1,1457.4211299565925,0.09716140866377283,100,22749.512744194286,0,0
E00241,engineering,junior,35000,515,0,0,7472.1257785493835,0.2134893079585538,141,2218.4419163797716,1,0
E00242,engineering,mid,35000,520,1,1,1808.0674264578552,0.05165906932736729,26,13831.756669841308,0,0
E00243,hr,mid,25000,376,1,1,2671.6763867381997,0.10686705546952799,36,5718.357067697054,1,0
E00244,hr,junior,20000,88,0,0,2587.1853461026717,0.12935926730513359,128,4063.348723237148,0,0
E00245,support,junior,35000,244,3,4,199.8924034561439,0.005711211527318397,10,1890.4110465961621,0,0
E00246,engineering,mid,35000,47,1,2,2438.690311651761,0.06967686604719317,32,1603.6758188077747,1,1
E00247,engineering,mid,35000,357,0,0,5114.537693763816,0.14612964839325188,82,7646.160312407585,0,0
E00248,support,mid,15000,184,0,0,1239.21781610484,0.08261452107365601,147,2699.4995596964586,0,0
E00249,support,junior,35000,386,0,0,1391.2726452705604,0.039750647007730296,135,119.96652324404326,0,0
E00250,ops,junior,20000,97,2,2,1321.3461314638457,0.06606730657319229,42,4437.936002857341,0,0
E00251,support,junior,25000,417,0,0,4185.211825574541,0.16740847302298165,141,1281.4278476968211,1,0
E00252,engineering,senior,15000,295,2,3,2238.5309415600805,0.14923539610400535,13,4243.112266340942,1,0
E00253,hr,junior,35000,127,0,1,1027.1119215564781,0.029346054901613662,178,1504.364368611164,0,0
E00254,ops,junior,15000,313,0,1,1677.0526283789475,0.1118035085585965,82,5562.605221006178,0,0
E00255,support,junior,25000,37,2,2,2222.2648841596074,0.08889059536638429,2,2004.5126687582965,0,0
E00256,hr,junior,15000,31,0,1,1621.656948728496,0.1081104632485664,131,1458.6267837357857,1,0
E00257,sales,mid,15000,995,1,2,2455.4213942304123,0.1636947596153608,47,309.07543652254077,0,0
E00258,engineering,mid,35000,125,0,0,6408.019842250382,0.18308628120715376,80,3295.791736544091,0,0
E00259,hr,senior,20000,327,0,0,1795.857554549973,0.08979287772749865,74,8052.350917302253,1,0
E00260,hr,junior,35000,1556,0,1,7865.890038026379,0.22473971537218226,129,5421.100550295199,0,0
E00261,hr,junior,25000,125,1,1,1529.0007686053195,0.06116003074421278,33,68.63910368833999,0,0
E00262,hr,junior,25000,571,0,1,3263.29136156803,0.1305316544627212,149,2470.6599248816365,0,0
E00263,hr,junior,50000,176,0,1,13337.506016391362,0.26675012032782724,89,5931.544875400457,0,0
E00264,support,mid,25000,361,0,0,3256.3109205620513,0.13025243682248205,146,1837.450339126429,0,0
E00265,engineering,mid,15000,992,0,0,1471.2599397638176,0.0980839959842545,72,3213.8323268146064,0,0
E00266,hr,mid,15000,206,1,2,1203.1616516638433,0.08021077677758955,11,11915.475512962543,1,0
E00267,hr,senior,20000,726,0,1,803.5026011419858,0.04017513005709929,109,5636.679847434948,0,0
E00268,sales,junior,15000,263,0,2,1685.7508397969987,0.11238338931979991,90,14155.180682729562,1,0
E00269,sales,junior,25000,175,0,0,2110.5376116622188,0.08442150446648876,110,2566.3244742597885,0,0
E00270,ops,junior,15000,290,0,0,2791.5453109918753,0.1861030207327917,103,4171.832365373018,1,1
